fuente,empresa,titulo,url
Computrabajo,Manpower,Analista Senior de Control Presupuestal/Opex y Capex/Exp. proyectos TI,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#8751129D3402D73761373E686DCF3405
Computrabajo,GRUPO CARRILLO ROYALTY S.A.C,Analista de Créditos Mype Comercial (no revisamos Infocorp),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#04C52F6C71C6A32F61373E686DCF3405
Computrabajo,SONDA,Analista de compras y logística (Licencia de Maternidad),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#8F905039CC21B66361373E686DCF3405
Computrabajo,Cosmos Agencia Maritima SAC,Cotizador de Transportes,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#021134FA7A83292461373E686DCF3405
Computrabajo,Concentrix,Analista GTR,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#DDCDE31E09D9A1B461373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de Trade off Premise,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#7F8D92C478666D5961373E686DCF3405
Computrabajo,Oftalmomedic,Analista de Compras/ Lima Centro y Los Olivos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#E841F43739D8340461373E686DCF3405
Computrabajo,,Analista de tesorería,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#B7FA9EA64472764061373E686DCF3405
Computrabajo,Manpower,Coordinador(a) de Planeamiento Financiero / Industrial o Manufactura / Lurin,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C926A1E5152409B561373E686DCF3405
Computrabajo,,Analista Senior de proyectos de Infraestructura,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#320307DC3E0E74FE61373E686DCF3405
Computrabajo,VIP2CARS,Analista Contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#vip2cars
Computrabajo,,Analista de Créditos Mype Comercial (no revisamos Infocorp),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1D5CE9AE2E563E9E61373E686DCF3405
Computrabajo,Total Talent Human Resources,Analista Senior de Riesgo Financiero / Calificación Empresarial,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#244A10664A7E764761373E686DCF3405
Computrabajo,Lavoro Perú,Supervisor de Almacen,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1E38F1EE6133491661373E686DCF3405
Computrabajo,,analista contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#535D0582121D6F9561373E686DCF3405
Computrabajo,,analista de cobranzas,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#384D5B476F93F80961373E686DCF3405
Computrabajo,PAUSER DISTRIBUCIONES,Analista de Gente y Gestión / SST,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#93C61130D5FE8F9561373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de Negocios Banca Empresa – Ciudad de Trujillo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#45B191C87F237BE461373E686DCF3405
Computrabajo,BALDE K S.A.C.,Analista de Compras,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C4FD38B6B01ADA0C61373E686DCF3405
Computrabajo,OPENMED PERU S.A.C.,Analista Financiero / San Isidro,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#35A497EED45C41D561373E686DCF3405
Computrabajo,FALABELLA CORPORATIVO PERÚ,Analista Senior de Riesgo Operacional,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#40DF99B940DDA74F61373E686DCF3405
Computrabajo,Dimarza SAC,Ingeniero de Costos y Presupuestos para importante empresa del Rubro Minero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#0867609C97A54B6C61373E686DCF3405
Computrabajo,Cooperativa de Ahorro y Crédito León XIII,Jefe de Planeamiento y Desarrollo / Oficina Trujillo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#5F5FEE447334E86361373E686DCF3405
Computrabajo,Overall Strategy,Analista de Gestión de Subsidios,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#5003EF0DF495B7CE61373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de Operaciones Comex /Banca,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#B62414181E5585A161373E686DCF3405
Computrabajo,Alese SAC,Analista de cobranzas,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#2473CAC9BDE0C6FF61373E686DCF3405
Computrabajo,Grupo Intercorp,Asistente de Cuadratura de Caja,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C5ADE1679640D83961373E686DCF3405
Computrabajo,,Analista de Remuneraciones exp. en empresas industriales,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1D6C0D8FE221B89C61373E686DCF3405
Computrabajo,Financiera Confianza,Software Engineer / Squad Mejoras,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#DFD63096A4EB0D0861373E686DCF3405
Computrabajo,,Responsable de liquidaciones,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#7D26E98F009E8A4361373E686DCF3405
Computrabajo,,Jefe de Finanzas,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#CB5381C062F1A04A61373E686DCF3405
Computrabajo,,Analista de Costos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#5F4CC452EB02165261373E686DCF3405
Computrabajo,Bluefokus,Analista financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1BBA1DA1F8B95CB461373E686DCF3405
Computrabajo,Oftalmomedic,Analista de Logística / Lima Centro y Los Olivos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#DF29BEF62234BFC261373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de impuestos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#55AC6B04F909A99F61373E686DCF3405
Computrabajo,Plásticos Nacionales S.A,Analista de Procesos mejora continua/ Rubro Industrial,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#F85A95F417350BC461373E686DCF3405
Computrabajo,COSTA GAS SAC,Asistente Administrativo y Tesorería,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#FB544DA3786A96BC61373E686DCF3405
Computrabajo,INMOBILIARIA DARALE S.A.C.,Analista de financiamiento,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#FA275CAD3059448661373E686DCF3405
Computrabajo,INMOBILIARIA DARALE S.A.C.,Analista de Financiamiento,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#14A27D4315E28AD361373E686DCF3405
Computrabajo,INMOBILIARIA DARALE S.A.C.,Analista financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#2DE0EABBA1E88A0E61373E686DCF3405
Computrabajo,BURO SERVICIOS COMERCIALES S.A.C.,Asesores Financieros Chiclayo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C57A423CF5E1E79861373E686DCF3405
Computrabajo,Manpower,Analista de Costos / Sector Pesquero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#F147128CFCCFB0D661373E686DCF3405
Computrabajo,Apuesta Total,Analista de compras,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#040D77BE38B8136E61373E686DCF3405
Computrabajo,,Asesores de Productos Financieros C/S Experiencia,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#6F0D6CCDB5DC99B861373E686DCF3405
Computrabajo,inLearning Escuelas de Educación Superior,Analista de cobranzas/ Sector Educativo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1DBBD4FBD4F08E7761373E686DCF3405
Computrabajo,BECA INMOBILIARIA,Coordinador de Contabilidad,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#A49637F296D716EC61373E686DCF3405
Computrabajo,BELTRAN,analista contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#8AC5D71333F7598B61373E686DCF3405
Computrabajo,Rico Pollo S.A.C.,Analista Comercial (Arequipa),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C58462CDF9E7309561373E686DCF3405
Computrabajo,Casino Golden Palace,Analista de Costos y Compras (Comparativa de presupuestos),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#D3CD1E9561EAEA4E61373E686DCF3405
Computrabajo,Manpower,Analista Comercial Financiero(a) / Sector Industrial,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#93D6622FC6CCBDAA61373E686DCF3405
Computrabajo,Manpower,Analista de contabilidad/Tributación/Impuestos/ Ate/ Puesto fijo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#AFBFEAC2FAA938BB61373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista Contable Senior titulado y colegiado / Rubro Minero/ Inglés Intermedio,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#4A60979D22B0D5BA61373E686DCF3405
Computrabajo,IMPACTO MEDIA & TECH S.A.C.,Jefe de Administración y Finanzas experiencia en Agroindustria,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#F905EF4F8994FEB261373E686DCF3405
Computrabajo,,Contador general,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#E11AD1FC41DC283061373E686DCF3405
Computrabajo,Coopac Kori,Asesor/a de Crédito grupal en campo Independencia /Agencia SMP con exp. en campo tiempo completo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#9B59E43AFEC3511A61373E686DCF3405
Computrabajo,Coopac Kori,"Asesor/a en formación de Credito grupal en campo para SMP , Callao, Cercado, SMP o Independencia",https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#AE1E5896436136EC61373E686DCF3405
Computrabajo,,"Periodista, Comunicador para Investigación",https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#6A3E8567C1C07D4761373E686DCF3405
Computrabajo,Financiera Confianza,Analista de Asuntos Laborales,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#FCBFF9FE513C58D161373E686DCF3405
Computrabajo,Financiera Confianza,Software Engineer /Canales/Banca,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1A921A4DF2B544C861373E686DCF3405
Computrabajo,Tgestiona,Analista Senior comercial,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#D3288265FFEEC14361373E686DCF3405
Computrabajo,VALLAS Y GIGANTOGRAFIAS DE PERU S.A.,Analista comercial,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#970BFA9C71A9B39661373E686DCF3405
Computrabajo,,Analista Contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#799A0288BE72E09961373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de Control Financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#4930A1A7E2DF009761373E686DCF3405
Computrabajo,TRANSVIAL LIMA SAC,Analista de control de gestión,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#456FDAEB2CCD3A7761373E686DCF3405
Computrabajo,,Analista de cuentas por cobrar,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#3A376BFE1841F03061373E686DCF3405
Computrabajo,Catapu,Analista financiero / tesorería,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#9BF89184BE2C756561373E686DCF3405
Computrabajo,PRAXIS ECOLOGY SAC,Analista Comercial Jr.,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#DFE051A5680AB15C61373E686DCF3405
Computrabajo,Hortifrut Perú S.A.C.,Analista de gestión de compras,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#8773D80A513DC30961373E686DCF3405
Computrabajo,Manpower,Analista de contabilidad/Tributación/Impuestos/ Ate/ Puesto fijo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#336C52513810538E61373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de Negocios Banca Empresa – Ciudad de Piura,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C9A43DE806216C8561373E686DCF3405
Computrabajo,Adecco Perú S.A.,Asistente de Contabilidad Andahuaylas,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#17D79B1FC90E88EB61373E686DCF3405
Computrabajo,MHEL,Analista de Datos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#681151E0FD06D10C61373E686DCF3405
Computrabajo,BURO SALES FORCE SAC,Asesores Financieros La Victoria,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#0A1620434616AA1061373E686DCF3405
Computrabajo,Adecco Perú S.A.,Analista de Negocio Banca Empresa,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1DC6C4FD6A21C29461373E686DCF3405
Computrabajo,Manpower,Analista de Gestión de Transacciones / Banco / San Isidro (Temporal),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#65983E318BB6DA3F61373E686DCF3405
Computrabajo,Humaniza SAC.,Analista Contable Senior,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1363DD1CB2BB74C261373E686DCF3405
Computrabajo,TALENT PERU S.A.C.,Analista De Seguridad Patrimonial,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#84AB6C87A602A17861373E686DCF3405
Computrabajo,JAVISA SELVA,analista financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#9761C78076195BCC61373E686DCF3405
Computrabajo,Lukear S.A.C,Analista Financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#E9231923562AE7C761373E686DCF3405
Computrabajo,Tanpuserv,Analista de Gestión y Facturación,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#D65E3BE8CF7AFFA061373E686DCF3405
Computrabajo,INDUSTRIAS HAWAI,analista de créditos y cobranza,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#5CE9B6B199E14A9361373E686DCF3405
Computrabajo,A365,Analista de Facturación área de salud,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#ECFA2645363C210561373E686DCF3405
Computrabajo,RIPLEY,Asesor Financiero Part Time Plaza Norte,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#A31BF55D8336EC8A61373E686DCF3405
Computrabajo,Caja Rural de Ahorro y Credito Los Andes S.A.,Asesor/a de Negocios,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#372F3AFD9C6A1EA661373E686DCF3405
Computrabajo,RIPLEY,Asesor Financiero Full Time Plaza Norte,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#0CC6A407DD3C493061373E686DCF3405
Computrabajo,,Analista Sr. de Costos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#F49A06ADF238700561373E686DCF3405
Computrabajo,RIPLEY,Asesor Financiero Part Time Salaverry,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#87FFC301FE50610461373E686DCF3405
Computrabajo,Caja Maynas,Asesor de Negocios / Tarapoto,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#61883434559D4FDC61373E686DCF3405
Computrabajo,CAC DILE,Asesor Financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#34E2963C13787CCD61373E686DCF3405
Computrabajo,Consorcio LP,Analista de Planillas y Nominas,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#77D38FCF5526C0DD61373E686DCF3405
Computrabajo,Sef Peru Holding SAC,Asesor de prestamos por Convenio,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#B59EF86E964223B361373E686DCF3405
Computrabajo,CREDIFACIL,analista de créditos y cobranza,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#4055C0430527107D61373E686DCF3405
Computrabajo,LEGALQUILER,analista de cobranzas y desembolsos hipotecarios con experiencia,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#3AD8FEB4D1193FF761373E686DCF3405
Computrabajo,ISIL,asesor/a comercial con experiencia,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#407E799E154B67EF61373E686DCF3405
Computrabajo,,Analista de costos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#EA7D8363B88E5B6961373E686DCF3405
Computrabajo,TRANSPORTES KALA S.A.C.,Analista contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#D097F9979F3146D761373E686DCF3405
Computrabajo,IPESA HYDRO S.A.,Analista de Servicios,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#4095129F86D5BAF161373E686DCF3405
Computrabajo,CAC DILE,Asesor Financiero,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#155CE49CB929EA3D61373E686DCF3405
Computrabajo,Caja Maynas,Asesor de Negocios / Tocache,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#F8EEACD56036E0A361373E686DCF3405
Computrabajo,CAC SANTO DOMINGO DE GUZMAN L,Analista de Créditos Anta,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#7B363307B207D1F361373E686DCF3405
Computrabajo,Corporación Efameinsa e Ingenieria S.A,Asistente Contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#C5A7D0CF1DBF748361373E686DCF3405
Computrabajo,Financiera QAPAQ,Asesor de Negocios Microempresa / Con experiencia Ica,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#DA0517CA4D3FFE6A61373E686DCF3405
Computrabajo,Pyramid Businesses SAC,asistente contable,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#74CB8264234159B361373E686DCF3405
Computrabajo,,Analista de tesorería,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#BDAEE8D37352662A61373E686DCF3405
Computrabajo,Manpower,Practicante Profesional de Facturación/ Comercial/ Egresados (as),https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#8C4B9D0FECEA91FE61373E686DCF3405
Computrabajo,Manpower,2026 en Mi Banco! Asesor de Negocios /Agencia Cusco Sur,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#E22DB95D94B53BE561373E686DCF3405
Computrabajo,Compartamos Banco,Asesor de Negocios Crédito Grupal / Huaral,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#3B97BBD1F0DA2C2C61373E686DCF3405
Computrabajo,Overall Strategy,Consultor SAP FICO S4HANA / SAP R/3,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#387A9C52BFE681CB61373E686DCF3405
Computrabajo,Compartamos Banco,El Porvenir Asesor en Formación Grupal / Trabajo de Ventas en Campo,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#7A165438DE69B3BB61373E686DCF3405
Computrabajo,,Analista de Costos,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#330F89CB4B0259F261373E686DCF3405
Computrabajo,Compartamos Banco,Asesor de Negocios de Crédito Grupal /Ag. La Merced (Oxapampa)/Trabajo de Campo /Comision ilimitada,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#1ED85BE66947DAF561373E686DCF3405
Computrabajo,Compartamos Banco,(Chachapoyas) Asesor de Negocios Crédito Individual / Categoría Principiante,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#BAEF1A4036FAA3D161373E686DCF3405
Computrabajo,COOPERATIVA A Y C SAN HILARION,Asesor de Negocios / Grupal,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#55439EDBB09DEA0361373E686DCF3405
Computrabajo,COOPERATIVA A Y C SAN HILARION,Asesor de Negocios / Individual,https://pe.computrabajo.com/trabajo-de-analista-de-finanzas#DAB9C7777584978B61373E686DCF3405
